,adjective,count,score,mean
2497,morose,0,0.0,
2498,mortal,0,0.0,
2499,mortified,0,0.0,
2500,most,4244,403906.0,95.17106503298774
2501,mother,254,24322.0,95.75590551181102
2502,motherly,0,0.0,
2503,motionless,0,0.0,
2504,motivated,2,179.0,89.5
2505,motivating,2,191.0,95.5
2506,motivational,0,0.0,
2507,motor,4,373.0,93.25
2508,mountain,67,6411.0,95.68656716417911
2509,mountainous,0,0.0,
2510,mournful,0,0.0,
2511,mouthwatering,0,0.0,
2512,movable,0,0.0,
2513,moved,249,23332.0,93.70281124497993
2514,moving,234,22193.0,94.84188034188034
2515,much,6358,604256.0,95.03869141239383
2516,muddled,0,0.0,
2517,muddy,5,477.0,95.4
2518,muffled,8,751.0,93.875
2519,muggy,4,387.0,96.75
2520,multicultural,6,571.0,95.16666666666667
2521,multifaceted,0,0.0,
2522,multipurpose,0,0.0,
2523,multitalented,0,0.0,
2524,mumbled,0,0.0,
2525,mundane,1,99.0,99.0
2526,municipal,1,88.0,88.0
2527,murky,1,93.0,93.0
2528,muscular,0,0.0,
2529,mushy,0,0.0,
2530,musical,18,1697.0,94.27777777777777
2531,musky,3,263.0,87.66666666666667
2532,musty,52,4735.0,91.0576923076923
2533,mutative,0,0.0,
2534,mute,2,186.0,93.0
2535,muted,1,96.0,96.0
2536,mutinous,0,0.0,
2537,muttering,0,0.0,
2538,mutual,11,1027.0,93.36363636363636
2539,my,26386,2506741.0,95.00269082088987
2540,myopic,0,0.0,
2541,mysterious,3,282.0,94.0
2542,mystic,0,0.0,
2543,mystical,4,386.0,96.5
2544,mystified,0,0.0,
2545,mystifying,0,0.0,
2546,mythical,0,0.0,
2547,naive,0,0.0,
2548,nameless,0,0.0,
2549,narcissistic,0,0.0,
2550,narrow,63,5835.0,92.61904761904762
2551,narrow-minded,0,0.0,
2552,nasal,0,0.0,
2553,nasty,13,1153.0,88.6923076923077
2554,national,74,7084.0,95.72972972972973
2555,native,28,2651.0,94.67857142857143
2556,natural,543,51761.0,95.32412523020258
2557,naughty,1,89.0,89.0
2558,nauseating,0,0.0,
2559,nauseous,0,0.0,
2560,nautical,5,478.0,95.6
2561,navigable,2,187.0,93.5
2562,navy-blue,0,0.0,
2563,near,2926,276949.0,94.65105946684893
2564,nearby,2082,198366.0,95.27665706051873
2565,nearest,90,8581.0,95.34444444444445
2566,nearsighted,0,0.0,
2567,neat,762,72374.0,94.97900262467192
2568,nebulous,0,0.0,
2569,necessary,402,38213.0,95.05721393034825
2570,needless,36,3460.0,96.11111111111111
2571,needy,2,178.0,89.0
2572,nefarious,0,0.0,
2573,negative,230,21447.0,93.24782608695652
2574,neglected,7,634.0,90.57142857142857
2575,neglectful,1,83.0,83.0
2576,negligent,0,0.0,
2577,negligible,1,97.0,97.0
2578,negotiable,1,98.0,98.0
2579,neighborly,5,466.0,93.2
2580,neither,61,5651.0,92.63934426229508
2581,nerve-racking,0,0.0,
2582,nervous,110,10493.0,95.39090909090909
2583,neurological,0,0.0,
2584,neurotic,0,0.0,
2585,neutral,3,285.0,95.0
2586,new,1878,178687.0,95.14749733759318
2587,newest,5,474.0,94.8
2588,next,6042,574644.0,95.10824230387288
2589,next-door,4,383.0,95.75
2590,nice,18230,1728007.0,94.78919363686231
2591,nifty,8,744.0,93.0
2592,nightmarish,0,0.0,
2593,nimble,0,0.0,
2594,nine,27,2564.0,94.96296296296296
2595,ninth,2,194.0,97.0
2596,nippy,1,92.0,92.0
2597,no,5857,546099.0,93.23868874850606
2598,noble,1,98.0,98.0
2599,nocturnal,1,97.0,97.0
2600,noiseless,0,0.0,
2601,noisy,439,40501.0,92.25740318906605
2602,nominal,3,284.0,94.66666666666667
2603,nonabrasive,0,0.0,
2604,nonaggressive,0,0.0,
2605,nonchalant,0,0.0,
2606,noncommittal,0,0.0,
2607,noncompetitive,0,0.0,
2608,nonconsecutive,1,97.0,97.0
2609,nondescript,1,95.0,95.0
2610,nondestructive,0,0.0,
2611,nonexclusive,0,0.0,
2612,nonnegotiable,0,0.0,
2613,nonproductive,0,0.0,
2614,nonrefundable,0,0.0,
2615,nonrenewable,0,0.0,
2616,nonresponsive,0,0.0,
2617,nonrestrictive,0,0.0,
2618,nonreturnable,0,0.0,
2619,nonsensical,0,0.0,
2620,nonspecific,0,0.0,
2621,nonstop,2,192.0,96.0
2622,nontransferable,0,0.0,
2623,nonverbal,0,0.0,
2624,nonviolent,0,0.0,
2625,normal,129,12078.0,93.62790697674419
2626,north,451,42898.0,95.11751662971176
2627,northeast,12,1148.0,95.66666666666667
2628,northerly,1,96.0,96.0
2629,northwest,93,8912.0,95.82795698924731
2630,nostalgic,6,570.0,95.0
2631,nosy,4,372.0,93.0
2632,notable,9,853.0,94.77777777777777
2633,noticeable,35,3236.0,92.45714285714286
2634,notorious,4,387.0,96.75
2635,novel,6,573.0,95.5
2636,noxious,0,0.0,
2637,numb,1,98.0,98.0
2638,numberless,0,0.0,
2639,numbing,0,0.0,
2640,numerable,1,96.0,96.0
2641,numeric,2,193.0,96.5
2642,numerous,226,21620.0,95.66371681415929
2643,nutritional,0,0.0,
2644,nutritious,2,189.0,94.5
2645,nutty,1,96.0,96.0
2646,oafish,0,0.0,
2647,obedient,1,98.0,98.0
2648,obeisant,0,0.0,
2649,obese,0,0.0,
2650,objectionable,0,0.0,
2651,objective,3,270.0,90.0
2652,obligatory,0,0.0,
2653,obliging,5,460.0,92.0
2654,oblique,0,0.0,
2655,oblivious,0,0.0,
2656,oblong,0,0.0,
2657,obnoxious,3,256.0,85.33333333333333
2658,obscene,0,0.0,
2659,obscure,4,386.0,96.5
2660,observable,1,89.0,89.0
2661,observant,0,0.0,
2662,obsessive,2,189.0,94.5
2663,obsolete,0,0.0,
2664,obstinate,0,0.0,
2665,obstructive,0,0.0,
2666,obtainable,0,0.0,
2667,obtrusive,4,371.0,92.75
2668,obtuse,0,0.0,
2669,obvious,120,11474.0,95.61666666666666
2670,occasional,98,9237.0,94.25510204081633
2671,occupational,0,0.0,
2672,occupied,35,3291.0,94.02857142857142
2673,oceanic,0,0.0,
2674,odd,152,14281.0,93.95394736842105
2675,odd-looking,0,0.0,
2676,odiferous,0,0.0,
2677,odious,0,0.0,
2678,odorless,0,0.0,
2679,odorous,0,0.0,
2680,offbeat,4,370.0,92.5
2681,offensive,2,189.0,94.5
2682,offhanded,0,0.0,
2683,official,25,2381.0,95.24
2684,officious,0,0.0,
2685,oily,1,94.0,94.0
2686,OK,0,0.0,
2687,okay,114,10515.0,92.23684210526316
2688,old,1395,130618.0,93.63297491039427
2689,older,440,40750.0,92.61363636363636
2690,oldest,23,2097.0,91.17391304347827
2691,old-fashioned,9,845.0,93.88888888888889
2692,ominous,0,0.0,
2693,omniscient,0,0.0,
2694,omnivorous,0,0.0,
2695,one,8441,798352.0,94.58026300201398
2696,one-hour,0,0.0,
2697,onerous,1,94.0,94.0
2698,one-sided,0,0.0,
2699,only,8465,799214.0,94.41393975191967
2700,opaque,2,183.0,91.5
2701,open,1443,135738.0,94.06652806652806
2702,opened,211,19925.0,94.43127962085308
2703,openhanded,0,0.0,
2704,openhearted,1,95.0,95.0
2705,opening,212,20048.0,94.56603773584905
2706,open-minded,9,880.0,97.77777777777777
2707,operable,2,194.0,97.0
2708,operatic,0,0.0,
2709,operational,2,192.0,96.0
2710,operative,0,0.0,
2711,opinionated,0,0.0,
2712,opportune,0,0.0,
2713,opportunistic,0,0.0,
2714,opposable,0,0.0,
2715,opposed,37,3499.0,94.56756756756756
2716,opposing,2,177.0,88.5
2717,opposite,67,6396.0,95.46268656716418
2718,oppressive,0,0.0,
2719,optimal,18,1693.0,94.05555555555556
2720,optimistic,1,94.0,94.0
2721,optional,11,1034.0,94.0
2722,opulent,0,0.0,
2723,oral,2,188.0,94.0
2724,orange,169,16295.0,96.42011834319527
2725,ordinary,12,1122.0,93.5
2726,organic,293,28067.0,95.79180887372014
2727,organizational,3,293.0,97.66666666666667
2728,original,117,10977.0,93.82051282051282
2729,ornamental,1,96.0,96.0
2730,ornate,4,384.0,96.0
2731,ornery,0,0.0,
2732,orphaned,0,0.0,
2733,orthopedic,3,293.0,97.66666666666667
2734,ossified,0,0.0,
2735,ostentatious,0,0.0,
2736,other,4895,461037.0,94.185291113381
2737,otherwise,301,28252.0,93.86046511627907
2738,our,37817,3604569.0,95.31610122431711
2739,outer,12,1115.0,92.91666666666667
2740,outermost,1,97.0,97.0
2741,outgoing,32,3073.0,96.03125
2742,outlandish,0,0.0,
2743,outraged,0,0.0,
2744,outrageous,4,328.0,82.0
2745,outside,1754,165787.0,94.5193842645382
2746,outspoken,0,0.0,
2747,outstanding,194,18673.0,96.25257731958763
2748,outward,1,89.0,89.0
2749,oval,0,0.0,
2750,overactive,0,0.0,
2751,overaggressive,0,0.0,
2752,overall,1826,171466.0,93.90251916757941
2753,overambitious,0,0.0,
2754,overassertive,0,0.0,
2755,overbearing,9,864.0,96.0
2756,overcast,4,388.0,97.0
2757,overcautious,0,0.0,
2758,overconfident,0,0.0,
2759,overcritical,0,0.0,
2760,overcrowded,3,280.0,93.33333333333333
2761,overemotional,0,0.0,
2762,overenthusiastic,0,0.0,
2763,overjoyed,6,579.0,96.5
2764,overoptimistic,0,0.0,
2765,overpowering,0,0.0,
2766,overpriced,23,2102.0,91.3913043478261
2767,overprotective,0,0.0,
2768,overqualified,0,0.0,
2769,overrated,1,97.0,97.0
2770,oversensitive,0,0.0,
2771,oversized,10,966.0,96.6
2772,overt,0,0.0,
2773,overwhelmed,10,957.0,95.7
2774,overwhelming,25,2355.0,94.2
2775,overworked,0,0.0,
2776,overwrought,0,0.0,
2777,overzealous,0,0.0,
2778,own,2558,243866.0,95.33463643471462
2779,oxymoronic,0,0.0,
2780,padded,2,190.0,95.0
2781,painful,3,288.0,96.0
2782,painless,22,2090.0,95.0
2783,painstaking,0,0.0,
2784,palatable,0,0.0,
2785,palatial,2,189.0,94.5
2786,pale,6,579.0,96.5
2787,pallid,0,0.0,
2788,palpable,1,95.0,95.0
2789,paltry,0,0.0,
2790,pampered,15,1465.0,97.66666666666667
2791,panicky,0,0.0,
2792,panoramic,41,3963.0,96.65853658536585
2793,paradoxical,0,0.0,
2794,parallel,29,2774.0,95.65517241379311
2795,paranormal,2,176.0,88.0
2796,parasitic,0,0.0,
2797,parched,1,95.0,95.0
2798,pardonable,0,0.0,
2799,parental,0,0.0,
2800,parenthetic,0,0.0,
2801,parking,6246,590502.0,94.54082612872239
2802,parsimonious,0,0.0,
2803,partial,29,2667.0,91.96551724137932
2804,particular,116,10925.0,94.18103448275862
2805,partisan,0,0.0,
2806,part-time,2,192.0,96.0
2807,party,374,35006.0,93.59893048128342
2808,passing,123,11658.0,94.78048780487805
2809,passionate,21,2013.0,95.85714285714286
2810,passive,2,193.0,96.5
2811,past,300,28346.0,94.48666666666666
2812,pastoral,2,191.0,95.5
2813,patched,3,274.0,91.33333333333333
2814,patchy,3,265.0,88.33333333333333
2815,patented,0,0.0,
2816,paternal,0,0.0,
2817,paternalistic,0,0.0,
2818,pathetic,0,0.0,
2819,pathological,0,0.0,
2820,patient,140,13312.0,95.08571428571429
2821,patriotic,0,0.0,
2822,patronizing,0,0.0,
2823,patterned,0,0.0,
2824,payable,0,0.0,
2825,peaceable,0,0.0,
2826,peaceful,905,86829.0,95.94364640883978
2827,peculiar,3,239.0,79.66666666666667
2828,pedantic,0,0.0,
2829,pedestrian,19,1825.0,96.05263157894737
2830,peerless,0,0.0,
2831,peeved,0,0.0,
2832,peevish,0,0.0,
2833,penetrable,0,0.0,
2834,penetrating,0,0.0,
2835,pensive,0,0.0,
2836,peppery,0,0.0,
2837,perceivable,1,82.0,82.0
2838,perceptible,0,0.0,
2839,perceptive,0,0.0,
2840,perceptual,0,0.0,
2841,peremptory,0,0.0,
2842,perennial,1,99.0,99.0
2843,perfect,12046,1149437.0,95.4206375560352
2844,perfumed,1,99.0,99.0
2845,perilous,0,0.0,
2846,period,94,8882.0,94.48936170212765
2847,periodic,1,92.0,92.0
2848,peripheral,0,0.0,
2849,perishable,1,95.0,95.0
2850,perky,0,0.0,
2851,permanent,65,6186.0,95.16923076923077
2852,permeable,0,0.0,
2853,permissible,1,97.0,97.0
2854,permissive,0,0.0,
2855,pernicious,0,0.0,
2856,perpendicular,1,89.0,89.0
2857,perpetual,2,186.0,93.0
2858,perplexed,0,0.0,
2859,perplexing,0,0.0,
2860,persevering,0,0.0,
2861,persistent,1,99.0,99.0
2862,personable,137,13055.0,95.2919708029197
2863,personal,699,66716.0,95.44492131616595
2864,persuasive,0,0.0,
2865,pert,0,0.0,
2866,pertinent,23,2204.0,95.82608695652173
2867,perturbed,0,0.0,
2868,perturbing,0,0.0,
2869,pervasive,1,92.0,92.0
2870,perverse,0,0.0,
2871,pessimistic,1,100.0,100.0
2872,petite,21,1994.0,94.95238095238095
2873,pettish,0,0.0,
2874,petty,1,87.0,87.0
2875,petulant,0,0.0,
2876,pharmaceutical,0,0.0,
2877,phenomenal,111,10597.0,95.46846846846847
2878,philanthropic,0,0.0,
2879,philosophical,1,94.0,94.0
2880,phobic,1,96.0,96.0
2881,phonemic,0,0.0,
2882,phonetic,0,0.0,
2883,phosphorescent,0,0.0,
2884,photographic,1,91.0,91.0
2885,physical,27,2571.0,95.22222222222223
2886,physiological,0,0.0,
2887,picturesque,55,5306.0,96.47272727272727
2888,piercing,0,0.0,
2889,pigheaded,0,0.0,
2890,pink,28,2621.0,93.60714285714286
2891,pious,0,0.0,
2892,piquant,0,0.0,
2893,pitch-dark,0,0.0,
2894,pitch-perfect,0,0.0,
2895,piteous,0,0.0,
2896,pithy,0,0.0,
2897,pitiful,0,0.0,
2898,pitiless,0,0.0,
2899,pivotal,0,0.0,
2900,placid,1,96.0,96.0
2901,plaid,2,198.0,99.0
2902,plain,34,3226.0,94.88235294117646
2903,plane,90,8498.0,94.42222222222222
2904,planned,252,23949.0,95.03571428571429
2905,plastic,49,4475.0,91.3265306122449
2906,platonic,0,0.0,
2907,plausible,1,98.0,98.0
2908,playful,31,2949.0,95.12903225806451
2909,pleading,0,0.0,
2910,pleasant,1989,188906.0,94.97536450477627
2911,pleased,478,45548.0,95.2887029288703
2912,pleasing,24,2294.0,95.58333333333333
2913,pleasurable,24,2300.0,95.83333333333333
2914,plentiful,87,8301.0,95.41379310344827
2915,pliable,1,99.0,99.0
2916,plodding,0,0.0,
2917,plopping,1,93.0,93.0
2918,plucky,0,0.0,
2919,plump,1,97.0,97.0
2920,pluralistic,0,0.0,
2921,plus,1247,118811.0,95.27746591820369
2922,plush,71,6876.0,96.84507042253522
2923,pneumatic,0,0.0,
2924,poetic,2,195.0,97.5
2925,poignant,1,100.0,100.0
2926,pointless,1,88.0,88.0
2927,poised,1,98.0,98.0
2928,poisonous,0,0.0,
2929,polished,9,833.0,92.55555555555556
2930,polite,155,14607.0,94.23870967741935
2931,political,2,188.0,94.0
2932,polka-dotted,0,0.0,
2933,polluted,0,0.0,
2934,polyunsaturated,0,0.0,
2935,pompous,0,0.0,
2936,ponderous,0,0.0,
2937,poor,60,5437.0,90.61666666666666
2938,poorer,0,0.0,
2939,poorest,0,0.0,
2940,popping,9,869.0,96.55555555555556
2941,popular,180,17100.0,95.0
2942,populous,1,95.0,95.0
2943,porous,0,0.0,
2944,portable,95,8915.0,93.84210526315789
2945,portly,1,93.0,93.0
2946,positive,545,51663.0,94.79449541284404
2947,possessive,0,0.0,
2948,possible,330,31423.0,95.22121212121212
2949,posthoc,0,0.0,
2950,posthumous,0,0.0,
2951,postoperative,0,0.0,
2952,potable,0,0.0,
2953,potent,0,0.0,
2954,potential,83,7789.0,93.8433734939759
2955,powdery,0,0.0,
2956,powerful,22,2073.0,94.22727272727273
2957,powerless,0,0.0,
2958,practical,70,6600.0,94.28571428571429
2959,pragmatic,0,0.0,
2960,praiseworthy,0,0.0,
2961,precarious,1,92.0,92.0
2962,precious,31,2970.0,95.80645161290323
2963,precipitous,0,0.0,
2964,precise,32,3075.0,96.09375
2965,precocious,4,372.0,93.0
2966,preconceived,0,0.0,
2967,predicative,0,0.0,
2968,predictable,2,191.0,95.5
2969,predisposed,0,0.0,
2970,predominant,0,0.0,
2971,preeminent,0,0.0,
2972,preemptive,0,0.0,
2973,prefabricated,0,0.0,
2974,preferable,9,853.0,94.77777777777777
2975,preferential,0,0.0,
2976,pregnant,14,1344.0,96.0
2977,prehistoric,0,0.0,
2978,prejudiced,0,0.0,
2979,prejudicial,0,0.0,
2980,preliminary,2,188.0,94.0
2981,premature,2,194.0,97.0
2982,premeditated,0,0.0,
2983,premium,27,2560.0,94.81481481481481
2984,prenatal,0,0.0,
2985,preoccupied,1,98.0,98.0
2986,preoperative,0,0.0,
2987,preparative,0,0.0,
2988,prepared,747,70838.0,94.82998661311915
2989,preposterous,0,0.0,
2990,prescriptive,0,0.0,
2991,present,87,8238.0,94.6896551724138
2992,presentable,1,94.0,94.0
2993,presidential,4,361.0,90.25
2994,pressing,4,364.0,91.0
2995,pressurized,0,0.0,
2996,prestigious,0,0.0,
2997,presumable,0,0.0,
2998,presumptive,0,0.0,
2999,presumptuous,0,0.0,
3000,pretend,6,577.0,96.16666666666667
3001,pretentious,2,181.0,90.5
3002,pretty,2657,249261.0,93.81294693263078
3003,prevalent,2,178.0,89.0
3004,preventable,0,0.0,
3005,preventative,0,0.0,
3006,preventive,0,0.0,
3007,previous,347,32256.0,92.95677233429394
3008,priceless,12,1172.0,97.66666666666667
3009,pricey,30,2818.0,93.93333333333334
3010,prickly,0,0.0,
3011,prim,0,0.0,
3012,primary,29,2767.0,95.41379310344827
3013,primitive,0,0.0,
3014,primordial,0,0.0,
3015,princely,0,0.0,
3016,principal,1,96.0,96.0
3017,principled,0,0.0,
3018,prior,756,71673.0,94.80555555555556
3019,prissy,0,0.0,
3020,pristine,64,6155.0,96.171875
3021,private,4090,390578.0,95.4958435207824
3022,prize,2,193.0,96.5
3023,prized,0,0.0,
3024,proactive,54,5136.0,95.11111111111111
3025,probabilistic,0,0.0,
3026,probable,1,94.0,94.0
3027,problematic,13,1222.0,94.0
3028,procedural,0,0.0,
3029,prodigious,0,0.0,
3030,productive,8,764.0,95.5
3031,profane,0,0.0,
3032,professed,0,0.0,
3033,professional,299,28454.0,95.1638795986622
3034,professorial,0,0.0,
3035,proficient,2,197.0,98.5
3036,profitable,0,0.0,
3037,profound,3,296.0,98.66666666666667
3038,profuse,0,0.0,
3039,programmable,1,98.0,98.0
3040,progressive,4,394.0,98.5
3041,prohibitive,0,0.0,
3042,prolific,0,0.0,
3043,prominent,4,371.0,92.75
3044,promised,92,8646.0,93.97826086956522
3045,promising,2,184.0,92.0
3046,prompt,828,78218.0,94.46618357487922
3047,pronounceable,0,0.0,
3048,pronounced,1,95.0,95.0
3049,proof,13,1219.0,93.76923076923077
3050,proper,63,5938.0,94.25396825396825
3051,prophetic,0,0.0,
3052,proportional,0,0.0,
3053,proportionate,0,0.0,
3054,proportioned,2,193.0,96.5
3055,prospective,12,1135.0,94.58333333333333
3056,prosperous,0,0.0,
3057,protective,3,278.0,92.66666666666667
3058,prototypical,0,0.0,
3059,proud,17,1623.0,95.47058823529412
3060,proverbial,1,92.0,92.0
3061,provisional,0,0.0,
3062,provocative,0,0.0,
3063,provoking,1,99.0,99.0
3064,proximal,1,94.0,94.0
3065,proximate,1,95.0,95.0
3066,prudent,1,98.0,98.0
3067,prudential,0,0.0,
3068,prying,2,177.0,88.5
3069,psychedelic,0,0.0,
3070,psychiatric,1,90.0,90.0
3071,psychological,0,0.0,
3072,psychosomatic,0,0.0,
3073,psychotic,0,0.0,
3074,public,2700,256417.0,94.96925925925926
3075,puckish,0,0.0,
3076,puffy,2,195.0,97.5
3077,pugnacious,0,0.0,
3078,pumped,3,289.0,96.33333333333333
3079,punctual,19,1772.0,93.26315789473684
3080,pungent,2,188.0,94.0
3081,punishable,0,0.0,
3082,punitive,0,0.0,
3083,puny,0,0.0,
3084,pure,30,2873.0,95.76666666666667
3085,purified,6,572.0,95.33333333333333
3086,puritanical,0,0.0,
3087,purple,16,1513.0,94.5625
3088,purported,0,0.0,
3089,purposeful,0,0.0,
3090,purposeless,0,0.0,
3091,purring,2,191.0,95.5
3092,pushy,2,195.0,97.5
3093,pusillanimous,0,0.0,
3094,putrid,1,93.0,93.0
3095,puzzled,3,291.0,97.0
3096,puzzling,1,95.0,95.0
3097,pyrotechnic,0,0.0,
3098,quackish,0,0.0,
3099,quacky,0,0.0,
3100,quaint,551,52311.0,94.9382940108893
3101,qualified,2,196.0,98.0
3102,qualitative,0,0.0,
3103,quality,437,41812.0,95.67963386727689
3104,quantifiable,0,0.0,
3105,quantitative,0,0.0,
3106,quarrelsome,0,0.0,
3107,queasy,0,0.0,
3108,queenly,0,0.0,
3109,querulous,0,0.0,
3110,questionable,5,446.0,89.2
3111,quick,4017,380391.0,94.69529499626587
3112,quick-acting,0,0.0,
3113,quick-drying,0,0.0,
3114,quickest,0,0.0,
3115,quick-minded,0,0.0,
3116,quick-paced,0,0.0,
3117,quick-tempered,0,0.0,
3118,quick-thinking,0,0.0,
3119,quick-witted,0,0.0,
3120,quiet,8054,767030.0,95.2359076235411
3121,quintessential,26,2490.0,95.76923076923077
3122,quirky,169,15924.0,94.22485207100591
3123,quivering,0,0.0,
3124,quizzical,0,0.0,
3125,quotable,0,0.0,
3126,rabid,1,98.0,98.0
3127,racial,0,0.0,
3128,racist,0,0.0,
3129,radiant,52,5029.0,96.71153846153847
3130,radical,1,98.0,98.0
3131,radioactive,0,0.0,
3132,ragged,1,87.0,87.0
3133,raging,0,0.0,
3134,rainbowcolored,0,0.0,
3135,rainy,216,20731.0,95.97685185185185
3136,rakish,0,0.0,
3137,rambling,1,98.0,98.0
3138,rambunctious,6,569.0,94.83333333333333
3139,rampageous,0,0.0,
3140,rampant,0,0.0,
3141,rancid,2,186.0,93.0
3142,rancorous,0,0.0,
3143,random,54,4978.0,92.18518518518519
3144,rank,4,377.0,94.25
3145,rapid,79,7548.0,95.54430379746836
3146,rapid-fire,0,0.0,
3147,rapturous,0,0.0,
3148,rare,82,7855.0,95.79268292682927
3149,rascally,0,0.0,
3150,rash,6,582.0,97.0
3151,rasping,0,0.0,
3152,raspy,0,0.0,
3153,rational,0,0.0,
3154,ratty,0,0.0,
3155,ravenous,0,0.0,
3156,raving,10,944.0,94.4
3157,ravishing,0,0.0,
3158,raw,7,639.0,91.28571428571429
3159,razor-edged,0,0.0,
3160,reactive,6,565.0,94.16666666666667
3161,ready,1151,109325.0,94.98262380538662
3162,real,844,80256.0,95.09004739336493
3163,realistic,4,391.0,97.75
3164,reasonable,298,27807.0,93.31208053691275
3165,reassured,9,869.0,96.55555555555556
3166,reassuring,13,1238.0,95.23076923076923
3167,rebel,0,0.0,
3168,rebellious,0,0.0,
3169,receding,0,0.0,
3170,recent,147,13993.0,95.19047619047619
3171,receptive,25,2384.0,95.36
3172,recessive,0,0.0,
3173,rechargeable,0,0.0,
3174,reciprocal,1,96.0,96.0
3175,reckless,1,94.0,94.0
3176,reclusive,1,95.0,95.0
3177,recognizable,3,294.0,98.0
3178,recognized,7,647.0,92.42857142857143
3179,rectangular,1,93.0,93.0
3180,rectifiable,0,0.0,
3181,recurrent,0,0.0,
3182,recyclable,1,100.0,100.0
3183,red,150,14250.0,95.0
3184,red-blooded,0,0.0,
3185,reddish,2,193.0,96.5
3186,redeemable,0,0.0,
3187,redolent,1,93.0,93.0
3188,redundant,0,0.0,
3189,referential,0,0.0,
3190,refillable,0,0.0,
3191,reflective,5,471.0,94.2
3192,refractive,0,0.0,
3193,refreshing,63,6040.0,95.87301587301587
3194,refundable,1,97.0,97.0
3195,refurbished,9,862.0,95.77777777777777
3196,refutable,0,0.0,
3197,regal,2,192.0,96.0
3198,regional,6,568.0,94.66666666666667
3199,regretful,0,0.0,
3200,regrettable,1,95.0,95.0
3201,regular,156,14866.0,95.2948717948718
3202,reigning,0,0.0,
3203,relatable,0,0.0,
3204,relative,47,4447.0,94.61702127659575
3205,relaxed,327,31358.0,95.89602446483181
3206,relaxing,983,94295.0,95.92573753814852
3207,relentless,2,176.0,88.0
3208,relevant,38,3639.0,95.76315789473684
3209,reliable,98,9310.0,95.0
3210,relieved,25,2393.0,95.72
3211,religious,1,97.0,97.0
3212,reluctant,14,1309.0,93.5
3213,remaining,32,2917.0,91.15625
3214,remarkable,31,2963.0,95.58064516129032
3215,remedial,0,0.0,
3216,reminiscent,10,921.0,92.1
3217,remorseful,1,89.0,89.0
3218,remorseless,0,0.0,
3219,remote,49,4609.0,94.06122448979592
3220,removable,2,189.0,94.5
3221,renegotiable,0,0.0,
3222,renewable,0,0.0,
3223,rented,669,63144.0,94.38565022421524
3224,repairable,0,0.0,
3225,repairedrepeatable,0,0.0,
3226,repeated,6,492.0,82.0
3227,repentant,0,0.0,
3228,repetitious,0,0.0,
3229,repetitive,2,192.0,96.0
3230,replaceable,0,0.0,
3231,replicable,0,0.0,
3232,reported,22,2073.0,94.22727272727273
3233,reprehensible,0,0.0,
3234,representative,21,1947.0,92.71428571428571
3235,repressive,0,0.0,
3236,reproachful,0,0.0,
3237,reproductive,0,0.0,
3238,republican,2,192.0,96.0
3239,repugnant,0,0.0,
3240,repulsive,0,0.0,
3241,reputable,2,188.0,94.0
3242,reputed,0,0.0,
3243,rescued,7,658.0,94.0
3244,resealable,0,0.0,
3245,resentful,1,92.0,92.0
3246,reserved,123,11761.0,95.6178861788618
3247,resident,86,8142.0,94.67441860465117
3248,residential,825,78955.0,95.7030303030303
3249,residual,4,382.0,95.5
3250,resilient,1,96.0,96.0
3251,resolute,0,0.0,
3252,resolvable,1,93.0,93.0
3253,resonant,0,0.0,
3254,resounding,0,0.0,
3255,resourceful,14,1332.0,95.14285714285714
3256,respectable,6,572.0,95.33333333333333
3257,respectful,339,32416.0,95.62241887905604
3258,respective,7,680.0,97.14285714285714
3259,responsible,58,5441.0,93.8103448275862
3260,responsive,3039,287406.0,94.57255676209279
3261,rested,35,3350.0,95.71428571428571
3262,restful,144,13755.0,95.52083333333333
3263,restless,4,377.0,94.25
3264,restored,37,3552.0,96.0
3265,restrained,0,0.0,
3266,restrictive,2,195.0,97.5
3267,retired,12,1136.0,94.66666666666667
3268,retroactive,0,0.0,
3269,retrogressive,0,0.0,
3270,retrospective,0,0.0,
3271,reusable,8,764.0,95.5
3272,revamped,0,0.0,
3273,revealing,1,99.0,99.0
3274,revengeful,0,0.0,
3275,reverent,0,0.0,
3276,reverential,0,0.0,
3277,reverse,0,0.0,
3278,reversible,0,0.0,
3279,reviewable,0,0.0,
3280,reviled,0,0.0,
3281,revisable,0,0.0,
3282,revised,1,84.0,84.0
3283,revocable,0,0.0,
3284,revolting,0,0.0,
3285,revolutionary,1,94.0,94.0
3286,rewarding,8,743.0,92.875
3287,rhetorical,0,0.0,
3288,rhythmic,0,0.0,
3289,rich,107,10435.0,97.5233644859813
3290,richer,8,779.0,97.375
3291,richest,0,0.0,
3292,ridiculing,0,0.0,
3293,ridiculous,7,642.0,91.71428571428571
3294,right,6464,612746.0,94.79362623762377
3295,righteous,1,94.0,94.0
3296,rightful,0,0.0,
3297,right-handed,0,0.0,
3298,rigid,1,99.0,99.0
3299,rigorous,2,191.0,95.5
3300,ringing,1,92.0,92.0
3301,riotous,0,0.0,
3302,ripe,10,955.0,95.5
3303,rippling,0,0.0,
3304,risky,0,0.0,
3305,ritualistic,0,0.0,
3306,ritzy,2,196.0,98.0
3307,riveting,0,0.0,
3308,roaring,3,289.0,96.33333333333333
3309,roasted,17,1646.0,96.82352941176471
3310,robotic,0,0.0,
3311,robust,2,197.0,98.5
3312,rocketing,0,0.0,
3313,roguish,0,0.0,
3314,romantic,84,8060.0,95.95238095238095
